Query	Dates range	Impressions	Clicks	CTR %	Avg. position	Avg. click position	Impressions for 1st position	Clicks from pos. 1	CTR % for pos. 1	Impressions for pos. 2-3	Clicks from pos. 2-3	CTR % for pos. 2-3	Avg. impression position for pos. 2-3	Avg. click position from pos. 2-3	Impressions for pos. 4-10	Clicks from pos. 4-10	CTR % for pos. 4-10	Avg. impression position for pos. 4-10	Avg. click position from pos. 4-10	Impressions for pos. 11-50	Clicks from pos. 11-50	CTR % for pos. 11-50	Avg. impression position for pos. 11-50	Avg. click position from pos. 11-50
северный алмазар ташкент	2025-01-01 - 2025-10-15	3	0	0	3,333333333		0	0		1	0	0	2		2	0	0	4		0	0			
andijon xo'jaobod imom	2025-01-01 - 2025-10-15	3	0	0	7,333333333		0	0		0	0				3	0	0	7,333333333		0	0			
улица заргарлик ташкент	2025-01-01 - 2025-10-15	3	0	0	4,666666667		0	0		0	0				3	0	0	4,666666667		0	0			
барбарис ташкент	2025-01-01 - 2025-10-15	3	0	0	9		0	0		0	0				3	0	0	9		0	0			
навруз ташкент на карте	2025-01-01 - 2025-10-15	3	0	0	8		0	0		0	0				3	0	0	8		0	0			
карта самая близкая мечеть	2025-01-01 - 2025-10-15	3	0	0	10,66666667		0	0		0	0				1	0	0	10		2	0	0	11	
луно парк ташкент	2025-01-01 - 2025-10-15	3	0	0	10,33333333		0	0		0	0				2	0	0	9,5		1	0	0	12	
new port	2025-01-01 - 2025-10-15	3	0	0	8,666666667		0	0		0	0				2	0	0	7,5		1	0	0	11	
ташкентское море в узбекистане фото	2025-01-01 - 2025-10-15	3	0	0	13		0	0		0	0				0	0				3	0	0	13	
ramiz ул. укчи, 2/10 фото	2025-01-01 - 2025-10-15	3	0	0	11		0	0		0	0				1	0	0	10		2	0	0	11,5	
самарканд карта 3д	2025-01-01 - 2025-10-15	3	1	33,33333333	4,666666667	5	0	0		0	0				3	1	33,33333333	4,666666667	5	0	0			
eski,toshmi	2025-01-01 - 2025-10-15	3	0	0	11,33333333		0	0		0	0				1	0	0	10		2	0	0	12	
г. ташкент, ц-1, д. 32 показать фото	2025-01-01 - 2025-10-15	3	0	0	8,333333333		0	0		0	0				3	0	0	8,333333333		0	0			
музей каримова ислама	2025-01-01 - 2025-10-15	3	0	0	13,66666667		0	0		0	0				0	0				3	0	0	13,66666667	
улица абдуллы кадыри	2025-01-01 - 2025-10-15	3	0	0	4		0	0		1	0	0	3		2	0	0	4,5		0	0			
космонавтлар метро	2025-01-01 - 2025-10-15	3	0	0	12,33333333		0	0		0	0				0	0				3	0	0	12,33333333	
парк новый узбекистан на карте	2025-01-01 - 2025-10-15	3	0	0	9		0	0		0	0				2	0	0	7,5		1	0	0	12	
карта ташкента с 3d	2025-01-01 - 2025-10-15	3	1	33,33333333	2	2	0	0		3	1	33,33333333	2	2	0	0				0	0			
мечеть суза ота	2025-01-01 - 2025-10-15	3	0	0	5		0	0		0	0				3	0	0	5		0	0			
улица шахрисабз д14/ 2	2025-01-01 - 2025-10-15	3	0	0	11		0	0		0	0				1	0	0	10		2	0	0	11,5	
pzixz	2025-01-01 - 2025-10-15	3	0	0	7,333333333		0	0		0	0				3	0	0	7,333333333		0	0			
проспект амира тимура	2025-01-01 - 2025-10-15	3	0	0	6,666666667		0	0		0	0				3	0	0	6,666666667		0	0			
почему бостандык передали в узбекистан	2025-01-01 - 2025-10-15	3	0	0	8,333333333		0	0		0	0				3	0	0	8,333333333		0	0			
шахрисабз куз мунчок туйхонаси	2025-01-01 - 2025-10-15	3	0	0	5,666666667		0	0		1	0	0	3		2	0	0	7		0	0			
вечный город самарканд  3d модель виртуальный тур	2025-01-01 - 2025-10-15	3	1	33,33333333	1,666666667	2	1	0	0	2	1	50	2	2	0	0				0	0			
ташкент улица мирабад на карте	2025-01-01 - 2025-10-15	3	0	0	5,666666667		0	0		0	0				3	0	0	5,666666667		0	0			
парк янги узбекистан в ташкенте фото	2025-01-01 - 2025-10-15	3	0	0	13		0	0		0	0				0	0				3	0	0	13	
ташкент ул.амира тимура дом 99	2025-01-01 - 2025-10-15	3	0	0	11		0	0		0	0				0	0				3	0	0	11	
devonovoy masjidi perespektivasi andijon	2025-01-01 - 2025-10-15	3	0	0	6,666666667		0	0		0	0				3	0	0	6,666666667		0	0			
новые стадионы в ташкенте	2025-01-01 - 2025-10-15	3	0	0	4,666666667		0	0		1	0	0	2		2	0	0	6		0	0			
samarqand video turi	2025-01-01 - 2025-10-15	3	0	0	4,333333333		0	0		1	0	0	2		2	0	0	5,5		0	0			
ташморе - это водохранилище или сто?	2025-01-01 - 2025-10-15	3	0	0	11,33333333		0	0		0	0				0	0				3	0	0	11,33333333	
курс злот и usa	2025-01-01 - 2025-10-15	3	0	0	10		0	0		0	0				3	0	0	10		0	0			
централ парк в ташкенте	2025-01-01 - 2025-10-15	3	0	0	10		0	0		0	0				2	0	0	8,5		1	0	0	13	
тулепберген каипбергенов	2025-01-01 - 2025-10-15	3	0	0	11,33333333		0	0		0	0				0	0				3	0	0	11,33333333	
где находится улица шарафа рашидова в ташкенте	2025-01-01 - 2025-10-15	3	0	0	6		0	0		0	0				3	0	0	6		0	0			
akfa где находится офис в ташкенте	2025-01-01 - 2025-10-15	3	0	0	14,66666667		0	0		0	0				0	0				3	0	0	14,66666667	
что такое хадра	2025-01-01 - 2025-10-15	3	0	0	3		0	0		3	0	0	3		0	0				0	0			
панорама дома	2025-01-01 - 2025-10-15	3	0	0	2,666666667		0	0		3	0	0	2,666666667		0	0				0	0			
схема стадиона миллий	2025-01-01 - 2025-10-15	3	0	0	8,333333333		0	0		0	0				3	0	0	8,333333333		0	0			
ташкент панорамы улиц	2025-01-01 - 2025-10-15	3	1	33,33333333	2,333333333	2	0	0		3	1	33,33333333	2,333333333	2	0	0				0	0			
хавлимиз мотам сарой	2025-01-01 - 2025-10-15	3	2	66,66666667	11	11	0	0		0	0				0	0				3	2	66,66666667	11	11
ташкент навои куча	2025-01-01 - 2025-10-15	3	0	0	11,33333333		0	0		0	0				0	0				3	0	0	11,33333333	
милли стадиум ташкент	2025-01-01 - 2025-10-15	3	0	0	7,333333333		0	0		0	0				3	0	0	7,333333333		0	0			
socials ташкент кафе	2025-01-01 - 2025-10-15	3	0	0	12,33333333		0	0		0	0				0	0				3	0	0	12,33333333	
музей восковых фигур в ташкенте адрес	2025-01-01 - 2025-10-15	3	0	0	11,33333333		0	0		0	0				0	0				3	0	0	11,33333333	
шум бола ургенч	2025-01-01 - 2025-10-15	3	0	0	8,333333333		0	0		0	0				3	0	0	8,333333333		0	0			
схема хумо арены ташкент	2025-01-01 - 2025-10-15	3	0	0	7		0	0		0	0				3	0	0	7		0	0			
andijon hayvon bozori maydoni	2025-01-01 - 2025-10-15	3	0	0	5,333333333		0	0		0	0				3	0	0	5,333333333		0	0			
riviera toshkent, nodira ko?chasi, 4 surat	2025-01-01 - 2025-10-15	3	0	0	8		0	0		0	0				3	0	0	8		0	0			
виртуальная экскурсия сокровища узбекистана презентация	2025-01-01 - 2025-10-15	3	1	33,33333333	3	3	0	0		3	1	33,33333333	3	3	0	0				0	0			
малая кольцевая дорога в ташкенте, 9	2025-01-01 - 2025-10-15	3	0	0	11		0	0		0	0				1	0	0	10		2	0	0	11,5	
тошкент сети куриниши	2025-01-01 - 2025-10-15	3	1	33,33333333	3,333333333	4	0	0		1	0	0	2		2	1	50	4	4	0	0			
посмотреть улицу шота руставели в ургенче	2025-01-01 - 2025-10-15	3	0	0	11		0	0		0	0				1	0	0	9		2	0	0	12	
трц riviera ташкент	2025-01-01 - 2025-10-15	3	0	0	8,333333333		0	0		0	0				3	0	0	8,333333333		0	0			
shimoliey vagzal	2025-01-01 - 2025-10-15	3	0	0	3,333333333		0	0		1	0	0	2		2	0	0	4		0	0			
ташкент на карте 3д	2025-01-01 - 2025-10-15	3	0	0	5,333333333		0	0		0	0				3	0	0	5,333333333		0	0			
веб камеры панорама города самарканд	2025-01-01 - 2025-10-15	3	2	66,66666667	12,33333333	12	0	0		0	0				0	0				3	2	66,66666667	12,33333333	12
uzb	2025-01-01 - 2025-10-15	3	0	0	9,333333333		0	0		0	0				3	0	0	9,333333333		0	0			
кафе студия ташкент	2025-01-01 - 2025-10-15	3	0	0	11		0	0		0	0				0	0				3	0	0	11	
общественные бани в ташкенте	2025-01-01 - 2025-10-15	3	0	0	14,33333333		0	0		0	0				0	0				3	0	0	14,33333333	
3d тур ташкент	2025-01-01 - 2025-10-15	3	1	33,33333333	1	1	3	1	33,33333333	0	0				0	0				0	0			
проспект амира тимура ташкент	2025-01-01 - 2025-10-15	3	0	0	4,333333333		0	0		1	0	0	3		2	0	0	5		0	0			
государственный геологический музей ул олимлар 64 фото	2025-01-01 - 2025-10-15	3	0	0	9		0	0		0	0				3	0	0	9		0	0			
taschkentland. uz	2025-01-01 - 2025-10-15	3	0	0	4		0	0		0	0				3	0	0	4		0	0			
uz.pano.ru	2025-01-01 - 2025-10-15	3	0	0	5,333333333		0	0		2	0	0	3		1	0	0	10		0	0			
узбекистондаги алфа савдо маркази	2025-01-01 - 2025-10-15	3	0	0	4		0	0		0	0				3	0	0	4		0	0			
ул. мирзо улугбек	2025-01-01 - 2025-10-15	3	0	0	5,333333333		0	0		0	0				3	0	0	5,333333333		0	0			
nrg yunusabad	2025-01-01 - 2025-10-15	3	0	0	11		0	0		0	0				0	0				3	0	0	11	
тц афсона	2025-01-01 - 2025-10-15	3	0	0	7		0	0		0	0				3	0	0	7		0	0			
асака чонтак чойхонаси	2025-01-01 - 2025-10-15	3	0	0	8,666666667		0	0		0	0				3	0	0	8,666666667		0	0			
ул аль хорезми в ташкенте на карте	2025-01-01 - 2025-10-15	3	0	0	5,666666667		0	0		0	0				3	0	0	5,666666667		0	0			
себзар улица ташкент	2025-01-01 - 2025-10-15	3	0	0	4,333333333		0	0		0	0				3	0	0	4,333333333		0	0			
ташкент улица амир темур	2025-01-01 - 2025-10-15	3	0	0	4,666666667		0	0		0	0				3	0	0	4,666666667		0	0			
toshkent algaritim	2025-01-01 - 2025-10-15	3	0	0	6,333333333		0	0		0	0				3	0	0	6,333333333		0	0			
oq tosh qayerda joylashgan?	2025-01-01 - 2025-10-15	3	0	0	8,666666667		0	0		0	0				3	0	0	8,666666667		0	0			
узбекистан бургут	2025-01-01 - 2025-10-15	3	1	33,33333333	6,333333333	6	0	0		0	0				3	1	33,33333333	6,333333333	6	0	0			
махтумкули 46	2025-01-01 - 2025-10-15	3	0	0	10,33333333		0	0		0	0				2	0	0	10		1	0	0	11	
хумо арена внутри	2025-01-01 - 2025-10-15	3	0	0	13		0	0		0	0				0	0				3	0	0	13	
чойхона чоллар фотолари	2025-01-01 - 2025-10-15	3	0	0	11,33333333		0	0		0	0				0	0				3	0	0	11,33333333	
карта андижонская обл мечеть девана	2025-01-01 - 2025-10-15	3	0	0	4,666666667		0	0		0	0				3	0	0	4,666666667		0	0			
ботанический сад локация	2025-01-01 - 2025-10-15	3	0	0	5,333333333		0	0		0	0				3	0	0	5,333333333		0	0			
диор чайхана	2025-01-01 - 2025-10-15	3	0	0	5		0	0		0	0				3	0	0	5		0	0			
улица истикбол	2025-01-01 - 2025-10-15	3	0	0	4,333333333		0	0		1	0	0	3		2	0	0	5		0	0			
онлайн веб камера хива	2025-01-01 - 2025-10-15	3	1	33,33333333	5,666666667	6	0	0		0	0				3	1	33,33333333	5,666666667	6	0	0			
chorsu bozor	2025-01-01 - 2025-10-15	3	1	33,33333333	4,666666667	1	2	1	50	0	0				0	0				1	0	0	12	
ташкент площадь актупэ	2025-01-01 - 2025-10-15	3	1	33,33333333	5	5	0	0		0	0				3	1	33,33333333	5	5	0	0			
конгресс центр	2025-01-01 - 2025-10-15	3	0	0	8,333333333		0	0		0	0				3	0	0	8,333333333		0	0			
гур эмир навигатор	2025-01-01 - 2025-10-15	3	0	0	8,666666667		0	0		0	0				3	0	0	8,666666667		0	0			
карта сергели в тошкент	2025-01-01 - 2025-10-15	3	0	0	11,66666667		0	0		0	0				1	0	0	10		2	0	0	12,5	
схема стадиона бунёдкор	2025-01-01 - 2025-10-15	3	0	0	8,333333333		0	0		0	0				3	0	0	8,333333333		0	0			
кукча масжид	2025-01-01 - 2025-10-15	3	0	0	6		0	0		0	0				3	0	0	6		0	0			
ботанический сад ташкент фото тг	2025-01-01 - 2025-10-15	3	0	0	6,666666667		0	0		0	0				3	0	0	6,666666667		0	0			
карта ташкент с панорамой	2025-01-01 - 2025-10-15	3	0	0	2,333333333		0	0		3	0	0	2,333333333		0	0				0	0			
чилонзор хэт	2025-01-01 - 2025-10-15	3	0	0	9,333333333		0	0		0	0				2	0	0	8,5		1	0	0	11	
akfa 3d	2025-01-01 - 2025-10-15	3	0	0	4,333333333		0	0		0	0				3	0	0	4,333333333		0	0			
трц депо молл ледовый каток	2025-01-01 - 2025-10-15	3	1	33,33333333	10	10	0	0		0	0				3	1	33,33333333	10	10	0	0			
kosmonavtlar metro	2025-01-01 - 2025-10-15	3	0	0	12		0	0		0	0				0	0				3	0	0	12	
мустакиллик авеню	2025-01-01 - 2025-10-15	3	0	0	7		0	0		0	0				3	0	0	7		0	0			
шоурумы в ташкенте	2025-01-01 - 2025-10-15	3	0	0	4		0	0		0	0				3	0	0	4		0	0			
congress centre tashkent	2025-01-01 - 2025-10-15	3	1	33,33333333	3	3	0	0		3	1	33,33333333	3	3	0	0				0	0			
ургенч на карте 3d	2025-01-01 - 2025-10-15	3	1	33,33333333	4,666666667	5	0	0		0	0				3	1	33,33333333	4,666666667	5	0	0			
мирабад авеню подиум италия	2025-01-01 - 2025-10-15	3	0	0	8		0	0		0	0				3	0	0	8		0	0			
туристическая деревня тош-ота	2025-01-01 - 2025-10-15	3	1	33,33333333	5,666666667	4	0	0		0	0				3	1	33,33333333	5,666666667	4	0	0			
фуркат кучаси	2025-01-01 - 2025-10-15	3	0	0	5,333333333		0	0		0	0				3	0	0	5,333333333		0	0			
andijon asaka zavodi	2025-01-01 - 2025-10-15	3	0	0	9,666666667		0	0		0	0				3	0	0	9,666666667		0	0			
uzbekiston interaktiv xaritasi	2025-01-01 - 2025-10-15	3	0	0	8		0	0		0	0				3	0	0	8		0	0			
uz pano ru best	2025-01-01 - 2025-10-15	3	0	0	4,333333333		0	0		1	0	0	3		2	0	0	5		0	0			
парк ривьера в ташкенте	2025-01-01 - 2025-10-15	3	1	33,33333333	3,666666667	4	0	0		1	0	0	3		2	1	50	4	4	0	0			
стадион бунедкор ташкент	2025-01-01 - 2025-10-15	3	0	0	12		0	0		0	0				0	0				3	0	0	12	
тошмори	2025-01-01 - 2025-10-15	3	0	0	8,666666667		0	0		0	0				3	0	0	8,666666667		0	0			
улица навои	2025-01-01 - 2025-10-15	3	0	0	8		0	0		0	0				3	0	0	8		0	0			
ташкенте перфектум университет есть фото	2025-01-01 - 2025-10-15	3	0	0	9		0	0		0	0				3	0	0	9		0	0			
ташморе онлайн	2025-01-01 - 2025-10-15	3	1	33,33333333	2,333333333	3	1	0	0	2	1	50	3	3	0	0				0	0			
ташкент область дурмон	2025-01-01 - 2025-10-15	3	0	0	5,666666667		0	0		0	0				3	0	0	5,666666667		0	0			
namangan ayrapo?rt	2025-01-01 - 2025-10-15	3	0	0	7,666666667		0	0		0	0				3	0	0	7,666666667		0	0			
3 д карта в узбекистан	2025-01-01 - 2025-10-15	3	0	0	3,333333333		0	0		2	0	0	3		1	0	0	4		0	0			
саида зуннунова	2025-01-01 - 2025-10-15	3	0	0	11,66666667		0	0		0	0				1	0	0	10		2	0	0	12,5	
фламинго ташкент	2025-01-01 - 2025-10-15	3	0	0	3		0	0		3	0	0	3		0	0				0	0			
toshkent gullari ул. бухара, 26а фото	2025-01-01 - 2025-10-15	3	0	0	10		0	0		0	0				2	0	0	9,5		1	0	0	11	
5 больница ташкент локация	2025-01-01 - 2025-10-15	3	1	33,33333333	6,333333333	8	0	0		1	0	0	3		2	1	50	8	8	0	0			
ташкент ботанический сад на карте	2025-01-01 - 2025-10-15	3	0	0	7,333333333		0	0		0	0				3	0	0	7,333333333		0	0			
кукча мечеть	2025-01-01 - 2025-10-15	3	0	0	6,333333333		0	0		0	0				3	0	0	6,333333333		0	0			
buxoro eski shaxar 3 d foto	2025-01-01 - 2025-10-15	3	1	33,33333333	2	2	0	0		3	1	33,33333333	2	2	0	0				0	0			
"ооо ""gold step invest"" узбекистан"	2025-01-01 - 2025-10-15	3	0	0	11,33333333		0	0		0	0				0	0				3	0	0	11,33333333	
город ташкент, чиланзарский район, лутфий ма?алласи, lutfiy mfy, lutfiy ko'chasi, 1 tor ko'chasi, 2-uy	2025-01-01 - 2025-10-15	3	0	0	12,66666667		0	0		0	0				0	0				3	0	0	12,66666667	
шахрисабз улица	2025-01-01 - 2025-10-15	3	0	0	4,666666667		0	0		0	0				3	0	0	4,666666667		0	0			
mirzo ulugbek caex	2025-01-01 - 2025-10-15	3	1	33,33333333	8,666666667	3	0	0		2	1	50	3	3	0	0				1	0	0	20	
ташкент тц ривьера	2025-01-01 - 2025-10-15	3	0	0	10		0	0		0	0				2	0	0	9,5		1	0	0	11	
фото ташкент tv-tower	2025-01-01 - 2025-10-15	3	0	0	9,333333333		0	0		0	0				3	0	0	9,333333333		0	0			
3d sayohat	2025-01-01 - 2025-10-15	3	1	33,33333333	1	1	3	1	33,33333333	0	0				0	0				0	0			
ташкент миллий стадион на карте	2025-01-01 - 2025-10-15	3	0	0	8,666666667		0	0		0	0				3	0	0	8,666666667		0	0			
vpnido	2025-01-01 - 2025-10-15	3	0	0	4,333333333		0	0		2	0	0	3		1	0	0	7		0	0			
байнал минал улица	2025-01-01 - 2025-10-15	3	0	0	4,666666667		0	0		0	0				3	0	0	4,666666667		0	0			
дворец форумов самарканд	2025-01-01 - 2025-10-15	3	1	33,33333333	4	4	0	0		0	0				3	1	33,33333333	4	4	0	0			
afsona savdo markazi	2025-01-01 - 2025-10-15	3	0	0	7,666666667		0	0		0	0				3	0	0	7,666666667		0	0			
стадион бунедкор карта	2025-01-01 - 2025-10-15	3	0	0	5,333333333		0	0		0	0				3	0	0	5,333333333		0	0			
сколько метров в ташморе ширина	2025-01-01 - 2025-10-15	3	0	0	7		0	0		0	0				3	0	0	7		0	0			
спутник улица шота руставели ташкент	2025-01-01 - 2025-10-15	3	1	33,33333333	11,66666667	11	0	0		0	0				0	0				3	1	33,33333333	11,66666667	11
riviera mall вташкенте адрес	2025-01-01 - 2025-10-15	3	0	0	9		0	0		0	0				2	0	0	8		1	0	0	11	
щимоли жедевокзал ташкент	2025-01-01 - 2025-10-15	3	0	0	5,666666667		0	0		1	0	0	3		2	0	0	7		0	0			
nrg ойбек	2025-01-01 - 2025-10-15	3	0	0	12		0	0		0	0				0	0				3	0	0	12	
узбекистан картинка	2025-01-01 - 2025-10-15	3	0	0	4,666666667		0	0		1	0	0	3		2	0	0	5,5		0	0			
челны музей шароф	2025-01-01 - 2025-10-15	3	0	0	6,333333333		0	0		0	0				3	0	0	6,333333333		0	0			
energi oybek	2025-01-01 - 2025-10-15	3	1	33,33333333	2,333333333	3	1	0	0	2	1	50	3	3	0	0				0	0			
район ц1 в ташкенте	2025-01-01 - 2025-10-15	3	1	33,33333333	8,333333333	8	0	0		0	0				3	1	33,33333333	8,333333333	8	0	0			
юсуф хос хожиб улица	2025-01-01 - 2025-10-15	3	0	0	3		0	0		2	0	0	2,5		1	0	0	4		0	0			
местоположение на карте ташкент сите	2025-01-01 - 2025-10-15	3	0	0	6		0	0		0	0				3	0	0	6		0	0			
boston city choyhona	2025-01-01 - 2025-10-15	3	0	0	5		0	0		0	0				3	0	0	5		0	0			
тош-ота	2025-01-01 - 2025-10-15	3	1	33,33333333	7,666666667	8	0	0		0	0				3	1	33,33333333	7,666666667	8	0	0			
чипсы из узбекистана	2025-01-01 - 2025-10-15	3	0	0	12		0	0		0	0				0	0				3	0	0	12	
паркенцкий	2025-01-01 - 2025-10-15	3	0	0	6,333333333		0	0		0	0				3	0	0	6,333333333		0	0			
озбекистанга турдор	2025-01-01 - 2025-10-15	3	0	0	10,66666667		0	0		0	0				1	0	0	10		2	0	0	11	
рынок чорсу на карте ташкента	2025-01-01 - 2025-10-15	3	0	0	7,666666667		0	0		0	0				3	0	0	7,666666667		0	0			
космонавты метро узбекистан	2025-01-01 - 2025-10-15	3	0	0	12		0	0		0	0				0	0				3	0	0	12	
бердах кто это	2025-01-01 - 2025-10-15	3	0	0	12		0	0		0	0				0	0				3	0	0	12	
ичан кала хива на карте	2025-01-01 - 2025-10-15	3	0	0	10		0	0		0	0				2	0	0	9,5		1	0	0	11	
akfa park	2025-01-01 - 2025-10-15	3	0	0	11		0	0		0	0				0	0				3	0	0	11	
кафе элефант ташкент	2025-01-01 - 2025-10-15	3	0	0	11,66666667		0	0		0	0				0	0				3	0	0	11,66666667	
chontak choyxona	2025-01-01 - 2025-10-15	3	0	0	8,666666667		0	0		0	0				3	0	0	8,666666667		0	0			
ангор парк маршрут показывай	2025-01-01 - 2025-10-15	3	0	0	9,333333333		0	0		0	0				3	0	0	9,333333333		0	0			
hotira maydoni	2025-01-01 - 2025-10-15	3	0	0	8,666666667		0	0		0	0				3	0	0	8,666666667		0	0			
uzbek xxx	2025-01-01 - 2025-10-15	3	0	0	8,333333333		0	0		0	0				3	0	0	8,333333333		0	0			
хонабод дам олш маскани	2025-01-01 - 2025-10-15	3	0	0	11,33333333		0	0		0	0				0	0				3	0	0	11,33333333	
ресторан арису	2025-01-01 - 2025-10-15	3	0	0	9		0	0		0	0				3	0	0	9		0	0			
остановка узбум ташкенте	2025-01-01 - 2025-10-15	3	1	33,33333333	9,333333333	9	0	0		0	0				3	1	33,33333333	9,333333333	9	0	0			
ташкентский аквапарк просп амира темура 107 фото	2025-01-01 - 2025-10-15	3	0	0	11		0	0		0	0				1	0	0	10		2	0	0	11,5	
хуршида где	2025-01-01 - 2025-10-15	3	0	0	8,666666667		0	0		0	0				3	0	0	8,666666667		0	0			
гостиница занги ота в ташкенте	2025-01-01 - 2025-10-15	3	0	0	9		0	0		0	0				3	0	0	9		0	0			
авторитет ташкент	2025-01-01 - 2025-10-15	3	0	0	12		0	0		0	0				0	0				3	0	0	12	
крестик ташкент	2025-01-01 - 2025-10-15	3	0	0	1,333333333		2	0	0	1	0	0	2		0	0				0	0			
school 21 онлайн камера ташкент	2025-01-01 - 2025-10-15	3	1	33,33333333	4	4	0	0		0	0				3	1	33,33333333	4	4	0	0			
узма курдик	2025-01-01 - 2025-10-15	3	1	33,33333333	4,333333333	3	0	0		2	1	50	3	3	1	0	0	7		0	0			
ботанический сад в ташкенте фото	2025-01-01 - 2025-10-15	3	0	0	12		0	0		0	0				0	0				3	0	0	12	
piramit	2025-01-01 - 2025-10-15	3	0	0	11,33333333		0	0		0	0				1	0	0	9		2	0	0	12,5	
арда хива на карте	2025-01-01 - 2025-10-15	3	0	0	4,666666667		0	0		1	0	0	3		2	0	0	5,5		0	0			
ташкент коратош	2025-01-01 - 2025-10-15	3	0	0	8,666666667		0	0		0	0				3	0	0	8,666666667		0	0			
гостиница афсона в ханабаде	2025-01-01 - 2025-10-15	3	0	0	11,33333333		0	0		0	0				1	0	0	10		2	0	0	12	
tashkent milliy stadium	2025-01-01 - 2025-10-15	3	0	0	10		0	0		0	0				2	0	0	9,5		1	0	0	11	
ташкент стадион ?бунёдкор?	2025-01-01 - 2025-10-15	3	0	0	13		0	0		0	0				0	0				3	0	0	13	
если в ташкенте улица мирабад	2025-01-01 - 2025-10-15	3	1	33,33333333	10,33333333	10	0	0		0	0				2	1	50	10	10	1	0	0	11	
район дархан в ташкенте	2025-01-01 - 2025-10-15	3	1	33,33333333	6,333333333	5	0	0		0	0				3	1	33,33333333	6,333333333	5	0	0			
угам лагерь	2025-01-01 - 2025-10-15	3	0	0	9,666666667		0	0		0	0				3	0	0	9,666666667		0	0			
мb в кархолла	2025-01-01 - 2025-10-15	3	0	0	10		0	0		0	0				3	0	0	10		0	0			
ташкент шарафа рашидова 40 камеры	2025-01-01 - 2025-10-15	3	1	33,33333333	4,333333333	5	0	0		1	0	0	3		2	1	50	5	5	0	0			
яккасарайский мечеть на карте	2025-01-01 - 2025-10-15	3	0	0	5		0	0		0	0				3	0	0	5		0	0			
улица истикбол кучаси на карте ташкента	2025-01-01 - 2025-10-15	3	0	0	3,666666667		0	0		1	0	0	3		2	0	0	4		0	0			
кавасаки ташкенте куйлуке мост	2025-01-01 - 2025-10-15	3	1	33,33333333	6	6	0	0		0	0				3	1	33,33333333	6	6	0	0			
3d models reviews of fountain, tashkent, bodomzor	2025-01-01 - 2025-10-15	3	1	33,33333333	9	10	0	0		0	0				3	1	33,33333333	9	10	0	0			
тошкентдаги хадра майдони куриниши хозирги кунда	2025-01-01 - 2025-10-15	3	1	33,33333333	10,33333333	9	0	0		0	0				2	1	50	9	9	1	0	0	13	
центр света в ташкенте	2025-01-01 - 2025-10-15	3	0	0	5,666666667		0	0		0	0				3	0	0	5,666666667		0	0			
бухара узбекистан вид сверху	2025-01-01 - 2025-10-15	3	0	0	10		0	0		0	0				3	0	0	10		0	0			
meme hub	2025-01-01 - 2025-10-15	3	0	0	7,333333333		0	0		0	0				3	0	0	7,333333333		0	0			
шахрисабз кучаси ташкент где	2025-01-01 - 2025-10-15	3	1	33,33333333	3,333333333	3	0	0		2	1	50	3	3	1	0	0	4		0	0			
хив банкетный зал	2025-01-01 - 2025-10-15	3	0	0	9,666666667		0	0		0	0				1	0	0	5		2	0	0	12	
макет ичанкала	2025-01-01 - 2025-10-15	3	0	0	11,33333333		0	0		0	0				1	0	0	10		2	0	0	12	
meros туйхонага таклифнома	2025-01-01 - 2025-10-15	3	0	0	7,666666667		0	0		0	0				3	0	0	7,666666667		0	0			
роллы в хиве	2025-01-01 - 2025-10-15	3	0	0	5,666666667		0	0		0	0				3	0	0	5,666666667		0	0			
хилтон ташкент сколько этажей	2025-01-01 - 2025-10-15	3	0	0	11,33333333		0	0		0	0				1	0	0	10		2	0	0	12	
улица ц1 ташкент	2025-01-01 - 2025-10-15	3	0	0	6,333333333		0	0		0	0				3	0	0	6,333333333		0	0			
karta buxara	2025-01-01 - 2025-10-15	3	1	33,33333333	2,333333333	2	0	0		3	1	33,33333333	2,333333333	2	0	0				0	0			
локация кафе элефант	2025-01-01 - 2025-10-15	3	0	0	10,66666667		0	0		0	0				1	0	0	10		2	0	0	11	
скрин центр чилонзор	2025-01-01 - 2025-10-15	3	1	33,33333333	24,66666667	21	0	0		0	0				0	0				3	1	33,33333333	24,66666667	21
тошкентсавдо коллективное предприятие	2025-01-01 - 2025-10-15	3	0	0	8,333333333		0	0		0	0				3	0	0	8,333333333		0	0			
meros to'yxonasi	2025-01-01 - 2025-10-15	3	0	0	7,666666667		0	0		0	0				3	0	0	7,666666667		0	0			
джизак	2025-01-01 - 2025-10-15	3	0	0	20,33333333		0	0		0	0				2	0	0	6,5		1	0	0	48	
дворец форума ташкент	2025-01-01 - 2025-10-15	3	0	0	8,666666667		0	0		0	0				3	0	0	8,666666667		0	0			
samarqand davlat turizm universiteti rasmlari	2025-01-01 - 2025-10-15	3	1	33,33333333	3	3	0	0		3	1	33,33333333	3	3	0	0				0	0			
пирамит товер фото	2025-01-01 - 2025-10-15	3	1	33,33333333	7,333333333	8	0	0		0	0				3	1	33,33333333	7,333333333	8	0	0			
пирамида ташкент	2025-01-01 - 2025-10-15	3	0	0	7,333333333		0	0		0	0				3	0	0	7,333333333		0	0			
troya	2025-01-01 - 2025-10-15	3	0	0	6,333333333		0	0		0	0				3	0	0	6,333333333		0	0			
3д экскурсия по аэропорту ташкента	2025-01-01 - 2025-10-15	3	2	66,66666667	3,333333333	4	0	0		1	0	0	2		2	2	100	4	4	0	0			
